S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs)
8900,DFSK Glory 580 Pro 2022,DFSK,2022,5000,Petrol,Automatic,Punjab,Black,1500,Crossover,64
8901,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,10000,Petrol,Automatic,Sindh,White,1800,Sedan,64
8902,KIA Sportage FWD 2021,KIA,2021,21000,Petrol,Automatic,Adda jahan khan,Silver,2000,SUV,64
8903,Honda Vezel Hybrid Z Honda Sensing  2019,Honda,2019,28000,Petrol,Automatic,Un-Registered,Black,1500,Crossover,64.15
8904,KIA Sportage AWD 2021,KIA,2021,36000,Petrol,Automatic,Islamabad,White,2000,SUV,64.15
8905,Toyota Corolla Altis Grande CVT-i 1.8 2022,Toyota,2022,4900,Petrol,Automatic,Islamabad,White,1800,Sedan,64.25
8906,KIA Sportage AWD 2021,KIA,2021,38000,Petrol,Automatic,Islamabad,White,2000,SUV,64.25
8907,Toyota Prius S 2018,Toyota,2018,34000,Hybrid,Automatic,Un-Registered,Grey,1800,Sedan,64.25
8908,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,3900,Petrol,Automatic,Islamabad,White,1800,Sedan,64.45
8909,Proton X70 Executive AWD 2021,Proton,2021,44500,Petrol,Automatic,Punjab,White,1500,SUV,64.5
8910,KIA Sportage AWD 2021,KIA,2021,35000,Petrol,Automatic,Islamabad,White,2000,SUV,64.5
8911,Honda Vezel Hybrid Z 2019,Honda,2019,30000,Hybrid,Automatic,Islamabad,Navy,1500,Crossover,64.5
8912,Honda Vezel Hybrid Z 2019,Honda,2019,30000,Hybrid,Automatic,Islamabad,Indigo,1500,Crossover,64.5
8913,MG HS 1.5 Turbo 2021,MG,2021,15000,Petrol,Automatic,Un-Registered,Black,1500,SUV,64.5
8914,MG HS 1.5 Turbo 2021,MG,2021,22000,Petrol,Automatic,Punjab,Black,1500,SUV,64.5
8915,MG HS 1.5 Turbo 2021,MG,2021,21000,Petrol,Automatic,Punjab,White,1500,SUV,64.5
8916,MG HS 1.5 Turbo 2021,MG,2021,13070,Petrol,Automatic,Un-Registered,Black,1500,SUV,64.5
8917,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,5200,Petrol,Automatic,Islamabad,White,1800,Sedan,64.5
8918,MG HS 1.5 Turbo 2022,MG,2022,8700,Petrol,Automatic,Un-Registered,White,1500,SUV,64.5
8919,Honda Vezel Hybrid X 2017,Honda,2017,22350,Hybrid,Automatic,Un-Registered,Silver,1500,Crossover,64.5
8920,KIA Sportage FWD 2022,KIA,2022,7000,Petrol,Automatic,Un-Registered,White,2000,SUV,64.5
8921,Honda Vezel Hybrid Z Honda Sensing  2018,Honda,2018,55000,Hybrid,Automatic,Karachi,White,1500,Crossover,64.5
8922,Toyota Prius S 2017,Toyota,2017,51000,Hybrid,Automatic,Un-Registered,White,1800,Sedan,64.5
8923,Toyota Hilux Vigo Champ TRD Sportivo  2016,Toyota,2016,55000,Diesel,Automatic,Lahore,White,2500,Double Cabin,64.5
8924,Honda Vezel Hybrid X Honda Sensing 2017,Honda,2017,25000,Petrol,Automatic,Un-Registered,Silver,1500,Crossover,64.5
8925,MG HS 1.5 Turbo 2021,MG,2021,31000,Petrol,Automatic,Islamabad,White,1500,SUV,64.5
8926,KIA Sportage FWD 2021,KIA,2021,7200,Petrol,Automatic,Islamabad,White,2000,SUV,64.5
8927,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,370,Petrol,Automatic,Islamabad,White,1800,Sedan,64.5
8928,KIA Sportage FWD 2022,KIA,2022,6000,Petrol,Automatic,Un-Registered,White,2000,SUV,64.5
8929,KIA Sportage Alpha 2022,KIA,2022,4800,Petrol,Automatic,Islamabad,White,2000,SUV,64.5
8930,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,500,Petrol,Automatic,Islamabad,White,1800,Sedan,64.5
8931,BMW X1 sDrive18i 2017,BMW,2017,59000,Petrol,Automatic,Punjab,White,1500,Crossover,64.5
8932,MG HS 1.5 Turbo 2021,MG,2021,18000,Petrol,Automatic,Punjab,Black,1500,SUV,64.5
8933,KIA Sportage AWD 2021,KIA,2021,23000,Petrol,Automatic,Islamabad,Silver,2000,SUV,64.5
8934,KIA Sportage FWD 2021,KIA,2021,36000,Petrol,Automatic,Islamabad,White,2000,SUV,64.5
8935,Hyundai Tucson FWD A/T GLS Sport 2020,Hyundai,2020,27000,Petrol,Automatic,Islamabad,Silver,2000,SUV,64.55
8936,KIA Sportage AWD 2021,KIA,2021,8000,Petrol,Automatic,Punjab,White,2000,SUV,64.65
8937,KIA Sportage FWD 2022,KIA,2022,1950,Petrol,Automatic,Sindh,Black,2000,SUV,64.75
8938,KIA Sportage AWD 2020,KIA,2020,16000,Petrol,Automatic,Lahore,White,2000,SUV,64.75
8939,Isuzu D-Max V-Cross Automatic 3.0 2019,Isuzu,2019,43000,Diesel,Automatic,Islamabad,Red,3000,Double Cabin,64.75
8940,KIA Sportage FWD 2021,KIA,2021,27000,Petrol,Automatic,Islamabad,White,2000,SUV,64.75
8941,KIA Sportage AWD 2021,KIA,2021,27500,Petrol,Automatic,Islamabad,White,2000,SUV,64.75
8942,KIA Sportage AWD 2020,KIA,2020,47000,Petrol,Automatic,Islamabad,White,2000,SUV,64.75
8943,MG HS 1.5 Turbo 2021,MG,2021,9800,Petrol,Automatic,Sindh,White,1500,SUV,64.75
8944,KIA Sportage AWD 2020,KIA,2020,26000,Petrol,Automatic,Karachi,Silver,2000,SUV,64.8
8945,Honda Civic 1.5 VTEC Turbo Oriel 2022,Honda,2022,8000,Petrol,Automatic,Sindh,White,1500,Sedan,64.85
8946,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,39000,Petrol,Automatic,Sindh,White,1500,Crossover,64.9
8947,KIA Sportage AWD 2021,KIA,2021,35000,Petrol,Automatic,Punjab,Black,2000,SUV,64.9
8948,Audi A3 1.2 TFSI Exclusive Line 2017,Audi,2017,46521,Petrol,Automatic,Islamabad,Black,1200,Sedan,64.9
8949,KIA Sportage FWD 2021,KIA,2021,26000,Petrol,Automatic,Lahore,White,2000,SUV,64.9
8950,KIA Sportage AWD 2020,KIA,2020,15500,Petrol,Automatic,Lahore,White,2000,SUV,64.9
8951,MG HS 1.5 Turbo 2021,MG,2021,11000,Petrol,Automatic,Punjab,White,1500,SUV,64.95
8952,KIA Sportage FWD 2022,KIA,2022,6000,Petrol,Automatic,Islamabad,Silver,2000,SUV,64.95
8953,KIA Sportage FWD 2022,KIA,2022,2700,Petrol,Automatic,Lahore,Black,2000,SUV,64.95
8954,KIA Sportage FWD 2022,KIA,2022,7000,Petrol,Automatic,Un-Registered,White,2000,SUV,64.99
8955,Toyota Fortuner 2.7 VVTi 2013,Toyota,2013,1600,Petrol,Automatic,Islamabad,White,2700,SUV,65
8956,Audi A4 1.8 TFSI 2014,Audi,2014,52000,Petrol,Automatic,Islamabad,White,1800,Sedan,65
8957,KIA Sportage AWD 2020,KIA,2020,20000,Petrol,Automatic,Islamabad,Red,2000,SUV,65
8958,KIA Sportage Alpha 2021,KIA,2021,8500,Petrol,Automatic,Karachi,Blue,2000,SUV,65
8959,Honda Fit 1.5 Hybrid S Package 2019,Honda,2019,44000,Hybrid,Automatic,Lahore,White,1500,Hatchback,65
8960,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,500,Petrol,Automatic,Islamabad,Black,1800,Sedan,65
8961,MG HS 1.5 Turbo 2021,MG,2021,4000,Petrol,Automatic,Islamabad,Red,1500,SUV,65
8962,KIA Sportage AWD 2021,KIA,2021,53000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8963,DFSK Glory 580 1.5 CVT 2022,DFSK,2022,11000,Petrol,Automatic,Islamabad,White,1500,SUV,65
8964,Mercedes Benz E Class E200 2011,Mercedes,2011,26000,Petrol,Manual,Karachi,Black,2000,Sedan,65
8965,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,35000,Hybrid,Automatic,Un-Registered,Red,1500,Crossover,65
8966,Hyundai Tucson FWD A/T GLS Sport 2020,Hyundai,2020,15471,Petrol,Automatic,Lahore,Black,2000,SUV,65
8967,KIA Sportage AWD 2021,KIA,2021,46000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8968,KIA Sportage AWD 2021,KIA,2021,23000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
8969,Hyundai Tucson FWD A/T GLS Sport 2021,Hyundai,2021,19000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8970,Honda Civic 1.5 VTEC Turbo Oriel 2022,Honda,2022,10000,Petrol,Automatic,Un-Registered,Maroon,1500,Sedan,65
8971,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,6800,Petrol,Automatic,Islamabad,White,1800,Sedan,65
8972,KIA Sportage AWD 2021,KIA,2021,17000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8973,KIA Sportage Alpha 2021,KIA,2021,8500,Petrol,Automatic,Karachi,Blue,2000,SUV,65
8974,MG HS 1.5 Turbo 2021,MG,2021,1000,Petrol,Automatic,Un-Registered,White,1500,SUV,65
8975,MG HS 1.5 Turbo 2021,MG,2021,11500,Petrol,Automatic,Karachi,Black,1500,SUV,65
8976,KIA Sportage FWD 2021,KIA,2021,15000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8977,Honda Vezel Hybrid Z 2019,Honda,2019,35000,Hybrid,Automatic,Islamabad,Black,1500,Crossover,65
8978,MG HS 1.5 Turbo 2021,MG,2021,10000,Petrol,Automatic,Sindh,White,1500,SUV,65
8979,Honda Vezel Hybrid RS Honda Sensing  2018,Honda,2018,56000,Petrol,Automatic,Sindh,Black,1500,Crossover,65
8980,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,31700,Petrol,Automatic,Islamabad,Black,1500,Crossover,65
8981,KIA Sportage AWD 2019,KIA,2019,60000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8982,KIA Sportage AWD 2020,KIA,2020,45000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8983,Honda Vezel Hybrid Z Honda Sensing  2017,Honda,2017,56000,Hybrid,Automatic,Un-Registered,Red,1500,Crossover,65
8984,Hyundai Tucson FWD A/T GLS Sport 2021,Hyundai,2021,25000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8985,MG HS 1.5 Turbo 2021,MG,2021,36183,Petrol,Automatic,Lahore,White,1500,SUV,65
8986,Proton X70 Premium FWD 2021,Proton,2021,54000,Petrol,Automatic,Punjab,White,1500,SUV,65
8987,KIA Sportage AWD 2022,KIA,2022,26000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
8988,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,6000,Petrol,Automatic,Islamabad,White,1800,Sedan,65
8989,Honda Civic Turbo 1.5 VTEC CVT 2021,Honda,2021,18895,Petrol,Automatic,Islamabad,White,1500,Sedan,65
8990,KIA Sportage FWD 2021,KIA,2021,27000,Petrol,Automatic,Islamabad,White,2000,SUV,65
8991,MG HS 1.5 Turbo 2021,MG,2021,16000,Petrol,Automatic,Islamabad,Black,1500,SUV,65
8992,Honda Civic 1.5 VTEC Turbo Oriel 2022,Honda,2022,7000,Petrol,Automatic,Un-Registered,White,1500,Sedan,65
8993,KIA Sportage AWD 2020,KIA,2020,39000,Petrol,Automatic,Punjab,White,2000,SUV,65
8994,Honda Civic 1.5 VTEC Turbo Oriel 2022,Honda,2022,3000,Petrol,Automatic,Un-Registered,Turquoise,1500,Sedan,65
8995,Honda Civic Oriel 1.8 i-VTEC CVT 2022,Honda,2022,60000,Petrol,Automatic,Karachi,White,1800,Sedan,65
8996,MG HS 1.5 Turbo 2021,MG,2021,10000,Petrol,Automatic,Sindh,Black,1500,SUV,65
8997,Hyundai Grand Starex GLS 2020,Hyundai,2020,23000,Petrol,Automatic,Islamabad,Black,2400,MPV,65
8998,DFSK Glory 580 1.5 CVT 2021,DFSK,2021,7000,Petrol,Automatic,Islamabad,White,1500,SUV,65
8999,MG HS 1.5 Turbo 2021,MG,2021,25000,Petrol,Automatic,Islamabad,Black,1500,SUV,65
9000,MG HS 1.5 Turbo 2021,MG,2021,17600,Petrol,Automatic,Islamabad,White,1500,SUV,65
9001,MG HS 1.5 Turbo 2021,MG,2021,2513,Petrol,Automatic,Islamabad,White,1500,SUV,65
9002,MG HS 1.5 Turbo 2021,MG,2021,6600,Petrol,Automatic,Islamabad,White,1500,SUV,65
9003,KIA Sportage FWD 2022,KIA,2022,1800,Petrol,Automatic,Un-Registered,Blue,2000,SUV,65
9004,KIA Sportage FWD 2020,KIA,2020,39000,Petrol,Automatic,Lahore,White,2000,SUV,65
9005,Hyundai Tucson AWD A/T Ultimate 2020,Hyundai,2020,52000,Petrol,Automatic,Karachi,Silver,2000,SUV,65
9006,DFSK Glory 580 Pro 2022,DFSK,2022,3000,Petrol,Automatic,Islamabad,Black,1500,Crossover,65
9007,KIA Sportage AWD 2021,KIA,2021,54000,Petrol,Automatic,Sindh,Black,2000,SUV,65
9008,Nissan Kicks XV Premium 2021,Nissan,2021,9000,Petrol,Automatic,Un-Registered,Blue,1300,Crossover,65
9009,Audi Q3 Sport 1.4 TFSI 2016,Audi,2016,48000,Petrol,Automatic,Islamabad,White,1400,Crossover,65
9010,KIA Sportage FWD 2021,KIA,2021,43000,Petrol,Automatic,Islamabad,Red,2000,SUV,65
9011,KIA Sportage AWD 2021,KIA,2021,40000,Petrol,Automatic,Punjab,White,2000,SUV,65
9012,Suzuki Kizashi Base Grade 2015,Suzuki,2015,58000,Petrol,Automatic,Lahore,White,2400,Sedan,65
9013,Honda Vezel Hybrid Z Honda Sensing  2017,Honda,2017,54500,Petrol,Automatic,Lahore,Black,1500,Crossover,65
9014,Isuzu D-Max V-Cross Automatic 3.0 2019,Isuzu,2019,47000,Diesel,Automatic,Karachi,White,3000,Double Cabin,65
9015,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,39000,Petrol,Automatic,Lahore,Navy,1500,Crossover,65
9016,KIA Grand Carnival EX 2019,KIA,2019,24000,Petrol,Automatic,Lahore,White,3300,MPV,65
9017,Lexus CT200h Base Model 2017,Lexus,2017,30000,Petrol,Automatic,Islamabad,Grey,1800,Hatchback,65
9018,KIA Sportage AWD 2021,KIA,2021,19000,Petrol,Automatic,Karachi,White,2000,SUV,65
9019,MG HS 1.5 Turbo 2021,MG,2021,10500,Petrol,Automatic,Punjab,White,1500,SUV,65
9020,MG HS 1.5 Turbo 2021,MG,2021,1000,Petrol,Automatic,Lahore,White,1500,SUV,65
9021,Toyota Premio X EX Package 1.8 2012,Toyota,2012,34000,Petrol,Automatic,Un-Registered,White,1800,Sedan,65
9022,MG HS 1.5 Turbo 2021,MG,2021,7500,Petrol,Automatic,Islamabad,White,1500,SUV,65
9023,KIA Sportage AWD 2020,KIA,2020,35000,Petrol,Automatic,Punjab,White,2000,SUV,65
9024,MG HS 1.5 Turbo 2021,MG,2021,3500,Petrol,Automatic,Sindh,Black,1500,SUV,65
9025,KIA Sportage AWD 2020,KIA,2020,34000,Petrol,Automatic,Faisalabad,Black,2000,SUV,65
9026,MG HS 1.5 Turbo 2021,MG,2021,5000,Petrol,Automatic,Sindh,Black,1500,SUV,65
9027,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,2800,Petrol,Automatic,Karachi,White,1800,Sedan,65
9028,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,13000,Petrol,Automatic,Punjab,White,1800,Sedan,65
9029,Honda Fit 1.5 Hybrid F Package 2020,Honda,2020,7000,Hybrid,Automatic,Un-Registered,White,1500,Hatchback,65
9030,MG HS 1.5 Turbo 2021,MG,2021,30000,Petrol,Automatic,Islamabad,White,1500,SUV,65
9031,MG HS 1.5 Turbo 2021,MG,2021,40000,Petrol,Automatic,Karachi,Black,1500,SUV,65
9032,Honda Vezel Hybrid Z Honda Sensing  2017,Honda,2017,51000,Hybrid,Automatic,Islamabad,White,1500,Crossover,65
9033,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,45000,Petrol,Automatic,Un-Registered,Black,1500,Crossover,65
9034,KIA Sportage AWD 2020,KIA,2020,45000,Petrol,Automatic,Islamabad,Blue,2000,SUV,65
9035,MG HS 1.5 Turbo 2021,MG,2021,9000,Petrol,Automatic,Karachi,White,1500,SUV,65
9036,MG HS 1.5 Turbo 2021,MG,2021,9000,Petrol,Automatic,Karachi,White,1500,SUV,65
9037,MG HS 1.5 Turbo 2021,MG,2021,14000,Petrol,Automatic,Karachi,White,1500,SUV,65
9038,MG HS 1.5 Turbo 2021,MG,2021,30000,Petrol,Automatic,Punjab,White,1500,SUV,65
9039,MG HS 1.5 Turbo 2021,MG,2021,14000,Petrol,Automatic,Islamabad,White,1500,SUV,65
9040,Honda Vezel Hybrid Z Honda Sensing  2018,Honda,2018,29000,Petrol,Automatic,Islamabad,Black,1500,Crossover,65
9041,Toyota Voxy ZS 2016,Toyota,2016,7000,Hybrid,Automatic,Punjab,Purple,1800,Mini Van,65
9042,MG HS 1.5 Turbo 2021,MG,2021,20000,Petrol,Automatic,Punjab,White,1500,SUV,65
9043,MG HS 1.5 Turbo 2021,MG,2021,16611,Petrol,Automatic,Islamabad,Black,1500,SUV,65
9044,Toyota Corolla Fielder Hybrid G  WB  2019,Toyota,2019,30000,Petrol,Automatic,Islamabad,Red,1500,Station Wagon,65
9045,KIA Sportage AWD 2020,KIA,2020,27000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
9046,Honda Vezel Hybrid Z Honda Sensing  2019,Honda,2019,60000,Hybrid,Automatic,Islamabad,White,1500,Crossover,65
9047,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,1000,Petrol,Automatic,Un-Registered,White,1800,Sedan,65
9048,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,35000,Petrol,Automatic,Un-Registered,White,1500,Crossover,65
9049,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,23000,Petrol,Automatic,Un-Registered,White,1500,Crossover,65
9050,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,2700,Petrol,Automatic,Un-Registered,Black,1800,Sedan,65
9051,MG HS 1.5 Turbo 2021,MG,2021,18000,Petrol,Automatic,Punjab,White,1500,SUV,65
9052,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,6000,Petrol,Automatic,Punjab,White,1800,Sedan,65
9053,DFSK Glory 580 Pro 2021,DFSK,2021,3200,Petrol,Automatic,Karachi,Black,1500,Crossover,65
9054,KIA Sportage FWD 2021,KIA,2021,700,Petrol,Automatic,Un-Registered,White,2000,SUV,65
9055,KIA Sportage FWD 2021,KIA,2021,22000,Petrol,Automatic,Lahore,White,2000,SUV,65
9056,MG HS 1.5 Turbo 2021,MG,2021,50000,Petrol,Automatic,Karachi,Red,1500,SUV,65
9057,KIA Sportage AWD 2020,KIA,2020,28000,Petrol,Automatic,Karachi,White,2000,SUV,65
9058,Toyota Corolla Axio Hybrid 1.5 2018,Toyota,2018,60000,Petrol,Automatic,Karachi,White,1500,Sedan,65
9059,Audi A4 1.8 TFSI 2015,Audi,2015,37000,Petrol,Automatic,Karachi,Black,1800,Sedan,65
9060,Honda Vezel Hybrid Z 2017,Honda,2017,37000,Hybrid,Automatic,Punjab,Blue,1500,Crossover,65
9061,Toyota Prius S 2018,Toyota,2018,45000,Hybrid,Automatic,Lahore,Silver,1800,Sedan,65
9062,KIA Sportage AWD 2020,KIA,2020,26000,Petrol,Automatic,Punjab,Black,2000,SUV,65
9063,Honda Vezel Hybrid Z 2018,Honda,2018,29000,Hybrid,Automatic,Un-Registered,Black,1500,Crossover,65
9064,KIA Sportage AWD 2021,KIA,2021,27000,Petrol,Automatic,Lahore,White,2000,SUV,65
9065,MG HS 1.5 Turbo 2021,MG,2021,17000,Petrol,Automatic,Punjab,Black,1500,SUV,65
9066,Audi A3 1.2 TFSI Standard 2017,Audi,2017,44800,Petrol,Automatic,Islamabad,White,1200,Sedan,65
9067,KIA Sportage AWD 2021,KIA,2021,29500,Petrol,Automatic,Islamabad,White,2000,SUV,65
9068,KIA Sportage AWD 2019,KIA,2019,40000,Petrol,Automatic,Islamabad,White,2000,SUV,65
9069,MG HS 1.5 Turbo 2021,MG,2021,8500,Petrol,Automatic,Islamabad,White,1500,SUV,65
9070,Toyota Corolla Altis X CVT-i 1.8 2022,Toyota,2022,2000,Petrol,Automatic,Sindh,White,1800,Sedan,65
9071,KIA Sportage AWD 2021,KIA,2021,40000,Petrol,Automatic,Islamabad,White,2000,SUV,65
9072,Audi A3 1.2 TFSI Standard 2017,Audi,2017,30000,Petrol,Automatic,Punjab,Black,1200,Sedan,65
9073,MG HS 1.5 Turbo 2021,MG,2021,12800,Petrol,Automatic,Karachi,Black,1500,SUV,65
9074,MG HS 1.5 Turbo 2021,MG,2021,35000,Petrol,Automatic,Un-Registered,Black,1500,SUV,65
9075,MG HS 1.5 Turbo 2021,MG,2021,14900,Petrol,Automatic,Islamabad,Black,1500,SUV,65
9076,MG HS 1.5 Turbo 2021,MG,2021,6000,Petrol,Automatic,Un-Registered,White,1500,SUV,65
9077,MG HS 1.5 Turbo 2021,MG,2021,31000,Petrol,Automatic,Islamabad,Black,1500,SUV,65
9078,KIA Sportage FWD 2020,KIA,2020,28500,Petrol,Automatic,Islamabad,Silver,2000,SUV,65
9079,MG HS 1.5 Turbo 2021,MG,2021,9000,Petrol,Automatic,Un-Registered,White,1500,SUV,65
9080,Honda Vezel Hybrid Z Honda Sensing  2017,Honda,2017,53000,Petrol,Automatic,Sindh,White,1500,Crossover,65
9081,KIA Sportage AWD 2020,KIA,2020,34000,Petrol,Automatic,Islamabad,White,2000,SUV,65
9082,KIA Sportage AWD 2021,KIA,2021,32000,Petrol,Automatic,Karachi,Black,2000,SUV,65
9083,KIA Sportage Alpha 2021,KIA,2021,23000,Petrol,Automatic,Un-Registered,White,2000,SUV,65
9084,Hyundai Tucson FWD A/T GLS Sport 2020,Hyundai,2020,48000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
9085,KIA Sportage FWD 2021,KIA,2021,16000,Petrol,Automatic,Islamabad,White,2000,SUV,65
9086,MG HS 1.5 Turbo 2021,MG,2021,21000,Petrol,Automatic,Islamabad,White,1500,SUV,65
9087,Toyota Tundra 5.7i 2008,Toyota,2008,60000,Petrol,Automatic,Karachi,Grey,5700,Double Cabin,65
9088,MG HS 1.5 Turbo 2021,MG,2021,28000,Petrol,Automatic,Islamabad,White,1500,SUV,65
9089,KIA Sportage AWD 2020,KIA,2020,26500,Petrol,Automatic,Karachi,Blue,2000,SUV,65
9090,MG HS 1.5 Turbo 2021,MG,2021,10000,Petrol,Automatic,Islamabad,Black,1500,SUV,65
9091,Honda Vezel Hybrid Z 2016,Honda,2016,45024,Hybrid,Automatic,Islamabad,White,1500,Crossover,65
9092,MG HS 1.5 Turbo 2021,MG,2021,11500,Petrol,Automatic,Karachi,White,1500,SUV,65
9093,KIA Sportage AWD 2021,KIA,2021,30000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
9094,MG HS 1.5 Turbo 2021,MG,2021,4800,Petrol,Automatic,Un-Registered,White,1500,SUV,65
9095,Audi A5 1.8 TFSI 2013,Audi,2013,50000,Petrol,Automatic,Karachi,Silver,1800,Sedan,65
9096,MG HS 1.5 Turbo 2021,MG,2021,8500,Petrol,Automatic,Karachi,White,1500,SUV,65
9097,Audi A3 1.2 TFSI Standard 2018,Audi,2018,33000,Petrol,Automatic,Karachi,White,1200,Sedan,65
9098,KIA Sportage FWD 2021,KIA,2021,15430,Petrol,Automatic,Islamabad,White,2000,SUV,65
9099,KIA Sportage FWD 2021,KIA,2021,16000,Petrol,Automatic,Islamabad,Black,2000,SUV,65
9100,Volkswagen Golf GTI 2015,Volkswagen,2015,35000,Diesel,Automatic,Islamabad,Black,1500,Hatchback,65
9101,MG HS 1.5 Turbo 2021,MG,2021,20000,Petrol,Automatic,Adda jahan khan,White,1500,SUV,65
9102,MG HS 1.5 Turbo 2021,MG,2021,10000,Petrol,Automatic,Un-Registered,White,1500,SUV,65
9103,MG HS 1.5 Turbo 2021,MG,2021,14000,Petrol,Automatic,Karachi,White,1500,SUV,65
9104,KIA Sportage FWD 2021,KIA,2021,18500,Petrol,Automatic,Karachi,Silver,2000,SUV,65
9105,KIA Sportage AWD 2021,KIA,2021,28000,Petrol,Automatic,Un-Registered,Red,2000,SUV,65
9106,Toyota C-HR S 2017,Toyota,2017,52000,Hybrid,Automatic,Islamabad,Burgundy,1800,Crossover,65
9107,MG HS 1.5 Turbo 2021,MG,2021,400,Petrol,Automatic,Karachi,White,1500,SUV,65
9108,KIA Sportage FWD 2021,KIA,2021,22000,Petrol,Automatic,Islamabad,White,2000,SUV,65
9109,KIA Sportage FWD 2022,KIA,2022,2400,Petrol,Automatic,Karachi,Black,2000,SUV,65.2
9110,MG HS 1.5 Turbo 2021,MG,2021,1700,Petrol,Automatic,Punjab,White,1500,SUV,65.2
9111,KIA Sportage AWD 2021,KIA,2021,34000,Petrol,Automatic,Islamabad,White,2000,SUV,65.2
9112,KIA Sportage AWD 2021,KIA,2021,18576,Petrol,Automatic,Punjab,Black,2000,SUV,65.25
9113,KIA Sportage FWD 2022,KIA,2022,5100,Petrol,Automatic,Karachi,White,2000,SUV,65.25
9114,KIA Sportage AWD 2021,KIA,2021,32000,Petrol,Automatic,Islamabad,White,2000,SUV,65.25
9115,MG HS 1.5 Turbo 2021,MG,2021,500,Petrol,Automatic,Un-Registered,White,1500,SUV,65.25
9116,MG HS 1.5 Turbo 2021,MG,2021,525,Petrol,Automatic,Un-Registered,White,1500,SUV,65.25
9117,KIA Sportage AWD 2021,KIA,2021,13000,Petrol,Automatic,Punjab,Black,2000,SUV,65.25
9118,MG HS 1.5 Turbo 2021,MG,2021,9800,Petrol,Automatic,Karachi,White,1500,SUV,65.25
9119,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,3500,Petrol,Automatic,Sindh,White,1800,Sedan,65.5
9120,KIA Sportage AWD 2021,KIA,2021,19000,Petrol,Automatic,Islamabad,White,2000,SUV,65.5
9121,KIA Sportage AWD 2020,KIA,2020,11000,Petrol,Automatic,Karachi,Silver,2000,SUV,65.5
9122,KIA Sportage AWD 2021,KIA,2021,12500,Petrol,Automatic,Sindh,Black,2000,SUV,65.5
9123,MG HS 1.5 Turbo 2021,MG,2021,13000,Petrol,Automatic,Islamabad,Black,1500,SUV,65.5
9124,KIA Sportage FWD 2022,KIA,2022,1950,Petrol,Automatic,Un-Registered,Red,2000,SUV,65.5
9125,KIA Sportage AWD 2021,KIA,2021,30000,Petrol,Automatic,Islamabad,Black,2000,SUV,65.5
9126,MG HS 1.5 Turbo 2022,MG,2022,5000,Petrol,Automatic,Karachi,White,1500,SUV,65.5
9127,MG HS 1.5 Turbo 2021,MG,2021,10000,Petrol,Automatic,Islamabad,White,1500,SUV,65.5
9128,Honda Civic 1.5 RS Turbo 2020,Honda,2020,47320,Petrol,Automatic,Lahore,Black,1500,Sedan,65.5
9129,MG HS 1.5 Turbo 2022,MG,2022,28000,Petrol,Automatic,Islamabad,White,1500,SUV,65.5
9130,MG HS 1.5 Turbo 2021,MG,2021,5000,Petrol,Automatic,Islamabad,White,1500,SUV,65.5
9131,KIA Sportage FWD 2021,KIA,2021,16250,Petrol,Automatic,Islamabad,White,2000,SUV,65.5
