S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs),PredictedPrice_LR,PredictedPrice_RR,PredictedPrice_SVR
8393,DFSK Glory 580 Pro 2022,DFSK,2022,500,Petrol,Automatic,Un-Registered,Black,1500.0,Crossover,61.0,58.8999437654511,59.00520714266804,44.49296270630023
8394,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,38000,Hybrid,Automatic,Un-Registered,Red,1500.0,Crossover,61.0,69.86684148201493,69.76687452146234,44.47053605784741
8395,KIA Sportage AWD 2020,KIA,2020,34000,Petrol,Automatic,Karachi,White,2000.0,SUV,61.0,62.194491038560955,62.22110957431141,66.14540107664482
8396,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,400,Petrol,Automatic,Un-Registered,White,1800.0,Sedan,61.0,60.964871504185794,61.080457571056286,57.30612310273294
8397,MG HS 1.5 Turbo 2021,MG,2021,29000,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.0,66.28207550587285,66.3156768271756,44.488337794596305
8398,KIA Sportage FWD 2020,KIA,2020,25000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,63.78055724168189,63.83143387522796,66.1454209797556
8399,KIA Sportage FWD 2020,KIA,2020,25000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,63.78055724168189,63.83143387522796,66.1454209797556
8400,KIA Sportage FWD 2021,KIA,2021,26700,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,65.86691515440907,65.90743537272283,66.14968977122108
8401,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,50583,Hybrid,Automatic,Islamabad,Black,1500.0,Crossover,61.0,67.39280409771982,67.43602141313295,44.46591846359548
8402,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,3500,Petrol,Automatic,Islamabad,Black,1800.0,Sedan,61.0,60.085444655791434,60.13730476537603,57.301455269134195
8403,MG ZS 1.5L 2021,MG,2021,17000,Petrol,Automatic,Islamabad,White,1500.0,Compact SUV,61.0,61.8543372722952,61.73777210709795,44.48789665400328
8404,MG HS 1.5 Turbo 2021,MG,2021,19000,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.0,66.28207550587285,66.3156768271756,44.488337794596305
8405,KIA Sportage AWD 2020,KIA,2020,39000,Petrol,Automatic,Karachi,White,2000.0,SUV,61.0,62.194491038560955,62.22110957431141,66.14540107664482
8406,KIA Sportage Alpha 2022,KIA,2022,4800,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,67.95327306713625,67.98343687021861,66.1539577492856
8407,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,13000,Petrol,Automatic,Karachi,Black,1800.0,Sedan,61.0,59.23339782466246,59.354298171951996,57.30598753801166
8408,KIA Sportage FWD 2020,KIA,2020,37000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,63.78055724168189,63.83143387522796,66.1454209797556
8409,KIA Sportage FWD 2020,KIA,2020,19000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,63.78055724168189,63.83143387522796,66.1454209797556
8410,DFSK Glory 580 Pro 2022,DFSK,2022,3000,Petrol,Automatic,Punjab,Black,1500.0,Crossover,61.0,56.054169785839804,56.084427007889644,44.492660780985865
8411,KIA Sportage FWD 2020,KIA,2020,27000,Petrol,Automatic,Lahore,Burgundy,2000.0,SUV,61.0,59.428850440698625,59.724100503342925,66.14532538990046
8412,MG HS 1.5 Turbo 2021,MG,2021,21000,Petrol,Automatic,Karachi,Black,1500.0,SUV,61.0,64.55060182634952,64.5895174280713,44.488199020488665
8413,DFSK Glory 580 Pro 2022,DFSK,2022,3500,Petrol,Automatic,Islamabad,Black,1500.0,Crossover,61.0,56.77919444530562,56.860458044335246,44.492689097360476
8414,KIA Sportage AWD 2019,KIA,2019,55000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,61.6941993289538,61.75543237773309,66.14115137872679
8415,KIA Sportage FWD 2020,KIA,2020,39000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.0,63.78055724168189,63.83143387522796,66.1454209797556
8416,Honda Civic Oriel 1.8 i-VTEC CVT 2022,Honda,2022,13000,Petrol,Automatic,Punjab,Black,1800.0,Sedan,61.2,61.4467779090528,61.43727522642621,57.30581914163108
8417,KIA Sportage AWD 2020,KIA,2020,29500,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.2,63.78055724168189,63.83143387522796,66.1454209797556
8418,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,2341,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.25,58.844122184040316,58.93570847272349,57.305859318403485
8419,KIA Sportage Alpha 2022,KIA,2022,9500,Petrol,Automatic,Islamabad,Black,2000.0,SUV,61.25,69.92861491087933,70.01235087036366,66.15409975433023
8420,MG HS 1.5 Turbo 2021,MG,2021,28000,Petrol,Automatic,Islamabad,White,1500.0,SUV,61.25,64.16132618572738,64.1709277288428,44.48806418508879
8421,MG HS 1.5 Turbo 2021,MG,2021,39000,Petrol,Automatic,Islamabad,Black,1500.0,SUV,61.25,66.13666802947046,66.19984172898785,44.488211900800955
8422,KIA Sportage AWD 2020,KIA,2020,30000,Petrol,Automatic,Lahore,White,2000.0,SUV,61.25,62.63219724270584,62.70065892364528,66.14531377573603
8423,MG HS 1.5 Turbo 2021,MG,2021,22000,Petrol,Automatic,Punjab,White,1500.0,SUV,61.35,63.43630152626156,63.3948966923972,44.48803586899322
8424,MG HS 1.5 Turbo 2021,MG,2021,3000,Petrol,Automatic,Lahore,White,1500.0,SUV,61.45,63.01296618675133,63.04015277726012,44.487953469595645
8425,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,1200,Petrol,Automatic,Sindh,White,1800.0,Sedan,61.5,57.41872118927313,57.478803811270154,57.305750534432555
8426,MG HS 1.5 Turbo 2021,MG,2021,20000,Petrol,Automatic,Islamabad,White,1500.0,SUV,61.5,64.16132618572738,64.1709277288428,44.48806418508879
8427,KIA Sportage FWD 2021,KIA,2021,24000,Petrol,Automatic,Islamabad,Black,2000.0,SUV,61.5,67.84225699815215,67.93634937286788,66.14983177678666
8428,KIA Sportage FWD 2021,KIA,2021,35000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,65.86691515440907,65.90743537272283,66.14968977122108
8429,KIA Sportage FWD 2021,KIA,2021,37000,Petrol,Automatic,Un-Registered,White,2000.0,SUV,61.5,67.98766447455455,68.05218447105563,66.14994350345073
8430,Honda Vezel Hybrid RS Honda Sensing  2017,Honda,2017,59000,Petrol,Automatic,Islamabad,White,1500.0,Crossover,61.5,61.25110290545399,61.26162214465876,44.46995195552625
8431,KIA Sportage AWD 2020,KIA,2020,43000,Petrol,Automatic,Islamabad,Black,2000.0,SUV,61.5,65.75589908542497,65.86034787537301,66.14556298582991
8432,MG HS 1.5 Turbo 2021,MG,2021,13000,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.5,66.28207550587285,66.3156768271756,44.488337794596305
8433,KIA Sportage AWD 2020,KIA,2020,40500,Petrol,Automatic,Punjab,White,2000.0,SUV,61.5,63.055532582216074,63.055402838782356,66.14539027272491
8434,MG HS 1.5 Turbo 2021,MG,2021,11000,Petrol,Automatic,Islamabad,White,1500.0,SUV,61.5,64.16132618572738,64.1709277288428,44.48806418508879
8435,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,450,Petrol,Automatic,Punjab,White,1800.0,Sedan,61.5,58.1190975245745,58.15967743627789,57.30582927275125
8436,Peugeot 2008 Allure 2022,Peugeot,2022,4500,Petrol,Automatic,Un-Registered,Black,1200.0,Crossover,61.5,65.85873603899836,65.73196770506001,33.13908329063554
8437,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,5100,Petrol,Automatic,Karachi,White,1800.0,Sedan,61.5,57.25805598091938,57.325384171806945,57.30584212706931
8438,KIA Sportage AWD 2020,KIA,2020,57000,Petrol,Automatic,Punjab,White,2000.0,SUV,61.5,63.055532582216074,63.055402838782356,66.14539027272491
8439,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,5000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,56.757764271313135,56.85970697522771,57.301465399621115
8440,KIA Sportage AWD 2020,KIA,2020,48000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,63.78055724168189,63.83143387522796,66.1454209797556
8441,MG HS 1.5 Turbo 2021,MG,2021,6000,Petrol,Automatic,Un-Registered,Black,1500.0,SUV,61.5,68.25741734961593,68.34459082732064,44.48848551031036
8442,Toyota Corolla Altis Grande CVT-i 1.8 2022,Toyota,2022,7000,Petrol,Automatic,Un-Registered,Black,1800.0,Sedan,61.5,62.940213347928875,63.109371571201336,57.30626851365117
8443,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,1000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,58.844122184040316,58.93570847272349,57.305859318403485
8444,KIA Sportage AWD 2020,KIA,2020,25000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,63.78055724168189,63.83143387522796,66.1454209797556
8445,KIA Sportage FWD 2021,KIA,2021,30000,Petrol,Automatic,Punjab,White,2000.0,SUV,61.5,65.14189049494325,65.13140433627723,66.14965906389331
8446,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,7800,Petrol,Automatic,Un-Registered,White,1800.0,Sedan,61.5,60.964871504185794,61.080457571056286,57.30612310273294
8447,Toyota Corolla Altis Grande CVT-i 1.8 2022,Toyota,2022,800,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,58.844122184040316,58.93570847272349,57.305859318403485
8448,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,15000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,58.844122184040316,58.93570847272349,57.305859318403485
8449,KIA Sportage AWD 2020,KIA,2020,20000,Petrol,Automatic,Karachi,White,2000.0,SUV,61.5,62.194491038560955,62.22110957431141,66.14540107664482
8450,Honda Vezel Hybrid Z Honda Sensing  2016,Honda,2016,42000,Petrol,Automatic,Un-Registered,Red,1500.0,Crossover,61.5,61.527766308037826,61.46938625814346,44.46577050599852
8451,KIA Sportage AWD 2019,KIA,2019,50000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,61.6941993289538,61.75543237773309,66.14115137872679
8452,KIA Sportage AWD 2019,KIA,2019,41200,Petrol,Automatic,Islamabad,Silver,2000.0,SUV,61.5,60.85945416662162,60.890840224142266,66.14112065983579
8453,DFSK Glory 580 Pro 2021,DFSK,2021,7000,Petrol,Automatic,Islamabad,Black,1500.0,Crossover,61.5,54.69283653257844,54.784456546839465,44.488187491971466
8454,Honda Civic Oriel 1.8 i-VTEC CVT 2022,Honda,2022,16000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,60.196460724775534,60.18439226272676,57.305703776310274
8455,MG HS 1.5 Turbo 2021,MG,2021,5000,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.5,66.28207550587285,66.3156768271756,44.488337794596305
8456,Hyundai Elantra GLS 2022,Hyundai,2022,990,Petrol,Automatic,Un-Registered,White,2000.0,Sedan,61.5,60.01149041417284,60.07380008848122,66.15382640466413
8457,Honda Vezel Hybrid RS Honda Sensing  2016,Honda,2016,59000,Hybrid,Automatic,Un-Registered,Red,1500.0,Crossover,61.5,67.78048356928775,67.69087302396747,44.46606267790155
8458,Peugeot 2008 Allure 2022,Peugeot,2022,7800,Petrol,Automatic,Islamabad,White,1200.0,Crossover,61.5,61.7626448751098,61.55830460658217,33.138660295050116
8459,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,400,Petrol,Automatic,Lahore,White,1800.0,Sedan,61.5,57.69576218506427,57.80493352114081,57.305749879773465
8460,MG HS 1.5 Turbo 2021,MG,2021,30000,Petrol,Automatic,Punjab,Black,1500.0,SUV,61.5,65.41164337000464,65.42381069254225,44.48818358472552
8461,Toyota Corolla Altis Grande CVT-i 1.8 2022,Toyota,2022,7500,Petrol,Automatic,Punjab,Black,1800.0,Sedan,61.5,60.09443936831758,60.18859143642294,57.305974683698
8462,KIA Sportage AWD 2020,KIA,2020,30000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,63.78055724168189,63.83143387522796,66.1454209797556
8463,Toyota Aqua G 2019,Toyota,2019,57000,Hybrid,Automatic,Un-Registered,White,1500.0,Hatchback,61.5,56.25779059893284,56.265757197859784,44.479321393290775
8464,Honda Civic Oriel 1.8 i-VTEC CVT 2021,Honda,2021,4528,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,58.11010281204835,58.10839076523098,57.301309857640256
8465,MG HS 1.5 Turbo 2021,MG,2021,22000,Petrol,Automatic,Punjab,Black,1500.0,SUV,61.5,65.41164337000464,65.42381069254225,44.48818358472552
8466,MG HS 1.5 Turbo 2021,MG,2021,19000,Petrol,Automatic,Lahore,White,1500.0,SUV,61.5,63.01296618675133,63.04015277726012,44.487953469595645
8467,DFSK Glory 580 Pro 2022,DFSK,2022,11500,Petrol,Automatic,Un-Registered,Blue,1500.0,Crossover,61.5,57.564363384437456,57.449555409948516,44.4928352544048
8468,KIA Sportage FWD 2020,KIA,2020,40000,Petrol,Automatic,Islamabad,Black,2000.0,SUV,61.5,65.75589908542497,65.86034787537301,66.14556298582991
8469,Honda Civic Oriel 2022,Honda,2022,5000,Petrol,Automatic,Islamabad,Black,1500.0,Sedan,61.5,55.414718633981465,55.464946914878965,44.49203545572843
8470,MG HS 1.5 Turbo 2021,MG,2021,25000,Petrol,Automatic,Punjab,Black,1500.0,SUV,61.5,65.41164337000464,65.42381069254225,44.48818358472552
8471,MG HS 1.5 Turbo 2021,MG,2021,20000,Petrol,Automatic,Punjab,Black,1500.0,SUV,61.5,65.41164337000464,65.42381069254225,44.48818358472552
8472,KIA Sportage FWD 2020,KIA,2020,32000,Petrol,Automatic,Lahore,Black,2000.0,SUV,61.5,64.60753908644892,64.72957292379033,66.14545578178517
8473,MG HS 1.5 Turbo 2021,MG,2021,13700,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.5,66.28207550587285,66.3156768271756,44.488337794596305
8474,MG HS 1.5 Turbo 2021,MG,2021,29000,Petrol,Automatic,Islamabad,Black,1500.0,SUV,61.5,66.13666802947046,66.19984172898785,44.488211900800955
8475,Toyota Corolla Altis Grande 1.8 2022,Toyota,2022,4600,Petrol,Manual,Karachi,White,1800.0,Sedan,61.5,50.27099644440568,50.09439584632764,57.30491060942476
8476,KIA Sportage AWD 2020,KIA,2020,31000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.5,63.78055724168189,63.83143387522796,66.1454209797556
8477,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Toyota,2021,3500,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.5,56.757764271313135,56.85970697522771,57.301465399621115
8478,KIA Sportage AWD 2020,KIA,2020,16200,Petrol,Automatic,Lahore,White,2000.0,SUV,61.65,62.63219724270584,62.70065892364528,66.14531377573603
8479,MG HS 1.5 Turbo 2021,MG,2021,10600,Petrol,Automatic,Islamabad,White,1500.0,SUV,61.75,64.16132618572738,64.1709277288428,44.48806418508879
8480,Honda Vezel Hybrid Z Honda Sensing  2016,Honda,2016,58000,Petrol,Automatic,Islamabad,White,1500.0,Crossover,61.75,59.16474499272681,59.18562064716389,44.46547857381094
8481,MG HS 1.5 Turbo 2021,MG,2021,28000,Petrol,Automatic,Punjab,White,1500.0,SUV,61.75,63.43630152626156,63.3948966923972,44.48803586899322
8482,KIA Sportage FWD 2021,KIA,2021,20000,Petrol,Automatic,Karachi,White,2000.0,SUV,61.75,64.28084895128814,64.29711107180628,66.14966986773806
8483,Peugeot 2008 Allure 2022,Peugeot,2022,500,Petrol,Automatic,Un-Registered,Black,1200.0,Crossover,61.75,65.85873603899836,65.73196770506001,33.13908329063554
8484,KIA Sportage AWD 2020,KIA,2020,41000,Petrol,Automatic,Lahore,White,2000.0,SUV,61.75,62.63219724270584,62.70065892364528,66.14531377573603
8485,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,2000,Petrol,Automatic,Karachi,White,1800.0,Sedan,61.75,57.25805598091938,57.325384171806945,57.30584212706931
8486,MG HS 1.5 Turbo 2022,MG,2022,8025,Petrol,Automatic,Un-Registered,White,1500.0,SUV,61.75,68.36843341860003,68.39167832467137,44.492839400237756
8487,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,7800,Petrol,Automatic,Lahore,White,1800.0,Sedan,61.76,57.69576218506427,57.80493352114081,57.305749879773465
8488,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,6200,Petrol,Automatic,Islamabad,White,1800.0,Sedan,61.8,58.844122184040316,58.93570847272349,57.305859318403485
8489,KIA Sportage AWD 2020,KIA,2020,25000,Petrol,Automatic,Punjab,White,2000.0,SUV,61.8,63.055532582216074,63.055402838782356,66.14539027272491
8490,KIA Sportage AWD 2020,KIA,2020,24000,Petrol,Automatic,Lahore,Black,2000.0,SUV,61.85,64.60753908644892,64.72957292379033,66.14545578178517
8491,Honda Civic Standard 2022,Honda,2022,4500,Petrol,Automatic,Un-Registered,White,1500.0,Sedan,61.9,55.56012611038386,55.58078201306671,44.49216134952849
8492,MG HS 1.5 Turbo 2021,MG,2021,19500,Petrol,Automatic,Islamabad,White,1500.0,SUV,61.9,64.16132618572738,64.1709277288428,44.48806418508879
8493,MG HS 1.5 Turbo 2021,MG,2021,26000,Petrol,Automatic,Punjab,White,1500.0,SUV,61.9,63.43630152626156,63.3948966923972,44.48803586899322
8494,MG HS 1.5 Turbo 2021,MG,2021,12500,Petrol,Automatic,Sindh,Black,1500.0,SUV,61.9,64.71126703470327,64.74293706753451,44.48810283535265
8495,Honda Civic 1.5 RS Turbo 2021,Honda,2021,9800,Petrol,Automatic,Islamabad,White,1500.0,Sedan,61.95,51.353018877511204,51.36003141723813,44.487386133644975
8496,KIA Sportage AWD 2020,KIA,2020,26000,Petrol,Automatic,Islamabad,White,2000.0,SUV,61.95,63.78055724168189,63.83143387522796,66.1454209797556
8497,Toyota C-HR S 2018,Toyota,2018,48000,Hybrid,Automatic,Un-Registered,Silver,1800.0,Crossover,62.0,76.28092763104632,76.33894291070919,57.28932857742169
8498,Honda Civic 1.5 RS Turbo 2019,Honda,2019,27000,Petrol,Automatic,Islamabad,Silver,1500.0,Sedan,62.0,46.34555788972375,46.34343626865757,44.47837328665145
8499,KIA Sportage AWD 2020,KIA,2020,33000,Petrol,Automatic,Islamabad,White,2000.0,SUV,62.0,63.78055724168189,63.83143387522796,66.1454209797556
8500,KIA Sportage Alpha 2021,KIA,2021,14000,Petrol,Automatic,Islamabad,White,2000.0,SUV,62.0,65.86691515440907,65.90743537272283,66.14968977122108
8501,MG HS 1.5 Turbo 2021,MG,2021,3000,Petrol,Automatic,Peshawar,White,1500.0,SUV,62.0,61.713611387943274,61.745462583472545,44.48804103657998
8502,Audi A3 1.2 TFSI Exclusive Line 2015,Audi,2015,9999,Petrol,Automatic,Peshawar,Red,1200.0,Sedan,62.0,84.85888287534635,84.11180770955889,33.10683162521222
8503,MG HS 1.5 Turbo 2021,MG,2021,9500,Petrol,Automatic,Adda jahan khan,Black,1500.0,SUV,62.0,59.59774111554998,59.826210058549805,44.48819851575327
8504,MG HS 1.5 Turbo 2021,MG,2021,8000,Petrol,Automatic,Punjab,Black,1500.0,SUV,62.0,65.41164337000464,65.42381069254225,44.48818358472552
8505,Honda Civic 1.5 RS Turbo 2021,Honda,2021,34000,Petrol,Automatic,Punjab,Black,1500.0,Sedan,62.0,52.60333606178847,52.61291438093758,44.487505533373195
8506,KIA Sportage FWD 2021,KIA,2021,14000,Petrol,Automatic,Islamabad,Red,2000.0,SUV,62.0,66.10918714957461,66.0464518853696,66.14970277022921
8507,Toyota Aqua G 2020,Toyota,2020,4000,Hybrid,Automatic,Un-Registered,White,1500.0,Hatchback,62.0,58.34414851166093,58.341758695354656,44.483811720916364
8508,Toyota Premio X Version C 1.8 2017,Toyota,2017,52000,Petrol,Automatic,Islamabad,Silver,1800.0,Sedan,62.0,47.57758745807132,47.6911088316574,57.28387868428106
8509,Audi A3 1.2 TFSI Design Line  2017,Audi,2017,52000,Petrol,Automatic,Karachi,Black,1200.0,Sedan,62.0,91.62631714404233,90.96884903650061,33.1158792745734
8510,Honda Civic Oriel 1.8 i-VTEC CVT 2022,Honda,2022,4500,Petrol,Automatic,Punjab,White,1800.0,Sedan,62.0,59.47143606530972,59.40836122628116,57.305673730690195
8511,MG HS 1.5 Turbo 2021,MG,2021,13000,Petrol,Automatic,Punjab,White,1500.0,SUV,62.0,63.43630152626156,63.3948966923972,44.48803586899322
8512,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,6500,Petrol,Automatic,Islamabad,Silver,1800.0,Sedan,62.0,58.00937702170813,58.07111631913267,57.30583002414151
8513,MG HS 1.5 Turbo 2021,MG,2021,26000,Petrol,Automatic,Islamabad,Black,1500.0,SUV,62.0,66.13666802947046,66.19984172898785,44.488211900800955
8514,KIA Sportage AWD 2021,KIA,2021,40000,Petrol,Automatic,Islamabad,White,2000.0,SUV,62.0,65.86691515440907,65.90743537272283,66.14968977122108
8515,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,Toyota,2022,999,Petrol,Automatic,Islamabad,White,1800.0,Sedan,62.0,58.844122184040316,58.93570847272349,57.305859318403485
8516,MG HS 1.5 Turbo 2021,MG,2021,31000,Petrol,Automatic,Karachi,White,1500.0,SUV,62.0,62.57525998260644,62.56060342792625,44.488051304747415
8517,MG HS 1.5 Turbo 2021,MG,2021,10125,Petrol,Automatic,Islamabad,Black,1500.0,SUV,62.0,66.13666802947046,66.19984172898785,44.488211900800955
8518,KIA Sportage AWD 2020,KIA,2020,50000,Petrol,Automatic,Islamabad,White,2000.0,SUV,62.0,63.78055724168189,63.83143387522796,66.1454209797556
8519,KIA Sportage AWD 2019,KIA,2019,16000,Petrol,Automatic,Sindh,Maroon,2000.0,SUV,62.0,56.63789230377006,56.62739291854723,66.14105132995918
8520,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,55000,Petrol,Automatic,Islamabad,Black,1800.0,Sedan,62.0,60.8194640277834,60.96462247286854,57.306004729335946
8521,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Toyota,2022,5800,Petrol,Automatic,Islamabad,White,1800.0,Sedan,62.0,58.844122184040316,58.93570847272349,57.305859318403485
8522,MG HS 1.5 Turbo 2021,MG,2021,15000,Petrol,Automatic,Islamabad,White,1500.0,SUV,62.0,64.16132618572738,64.1709277288428,44.48806418508879
8523,Honda Civic 1.5 RS Turbo 2021,Honda,2021,33000,Petrol,Automatic,Islamabad,White,1500.0,Sedan,62.0,51.353018877511204,51.36003141723813,44.487386133644975
8524,Honda Civic Oriel 1.8 i-VTEC CVT 2022,Honda,2022,24000,Petrol,Automatic,Islamabad,White,1800.0,Sedan,62.0,60.196460724775534,60.18439226272676,57.305703776310274
8525,MG HS 1.5 Turbo 2021,MG,2021,21000,Petrol,Automatic,Islamabad,Black,1500.0,SUV,62.0,66.13666802947046,66.19984172898785,44.488211900800955
8526,MG HS 1.5 Turbo 2021,MG,2021,11500,Petrol,Automatic,Un-Registered,White,1500.0,SUV,62.0,66.28207550587285,66.3156768271756,44.488337794596305
8527,Honda Vezel Hybrid Z Honda Sensing  2016,Honda,2016,15500,Petrol,Automatic,Un-Registered,Black,1500.0,Crossover,62.0,63.26083615661537,63.35928374564173,44.46589990273785
